File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF212AVI	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF113IQU, ENCFF390DNP	1279897	ENCODE Processing Pipeline	3f7ffdcfbfef9f72e369f90b0d8fba38		https://www.encodeproject.org/files/ENCFF212AVI/@@download/ENCFF212AVI.bed.gz	hg19				archived	s3://encode-public/2017/09/05/e4f31175-5183-483b-8c7d-eb0d918a3115/ENCFF212AVI.bed.gz				
ENCFF416QZR	bed narrowPeak	peaks	ENCSR990XXC	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF410BDB, ENCFF967OQF	1075075	ENCODE Processing Pipeline	6de1dea1163324155d9da4038f283cfb		https://www.encodeproject.org/files/ENCFF416QZR/@@download/ENCFF416QZR.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/1b7af60d-7e12-4fe2-b1f2-b4a6bc8f9ed2/ENCFF416QZR.bed.gz				
ENCFF653DQL	bed narrowPeak	peaks	ENCSR990XXC	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF154HFA, ENCFF390DNP	1073835	ENCODE Processing Pipeline	817953edc922d6a397bd7205efcac255		https://www.encodeproject.org/files/ENCFF653DQL/@@download/ENCFF653DQL.bed.gz	hg19				released	s3://encode-public/2018/05/14/25c61e13-bab4-4692-8bf7-0a25591f0f71/ENCFF653DQL.bed.gz				
ENCFF523IIS	bed narrowPeak	peaks	ENCSR990XXC	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF898IVR	1018085	ENCODE Processing Pipeline	a4d9be9163c12c6a44775d61665f8fed		https://www.encodeproject.org/files/ENCFF523IIS/@@download/ENCFF523IIS.bed.gz	hg19				archived	s3://encode-public/2016/10/28/646f8c1d-ab68-46ed-a1dd-a4334d924da2/ENCFF523IIS.bed.gz				
ENCFF360KYS	bed narrowPeak	peaks	ENCSR990XXC	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF146MGW, ENCFF992CZQ	1021342	ENCODE Processing Pipeline	e3efbb466ef068cfeb574f129be6d23c		https://www.encodeproject.org/files/ENCFF360KYS/@@download/ENCFF360KYS.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/1a9b0bc7-0b24-46ac-88e6-722d846392be/ENCFF360KYS.bed.gz				
ENCFF312YEI	bed narrowPeak	peaks	ENCSR990XXC	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF410BDB, ENCFF967OQF	1076393	ENCODE Processing Pipeline	1f1ca13603fa08ea7f026c98cefdce45		https://www.encodeproject.org/files/ENCFF312YEI/@@download/ENCFF312YEI.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/b0a6d16c-99af-4b59-92c4-41e2ff2d132f/ENCFF312YEI.bed.gz				
ENCFF982JMW	bed narrowPeak	peaks	ENCSR990XXC	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF154HFA, ENCFF390DNP	1073693	ENCODE Processing Pipeline	b2fa76dd56dc504aebf0f6066b6bbb01		https://www.encodeproject.org/files/ENCFF982JMW/@@download/ENCFF982JMW.bed.gz	hg19				archived	s3://encode-public/2017/09/19/9e1efdab-6baf-4998-8427-36fc124b5b3f/ENCFF982JMW.bed.gz				
ENCFF530BVC	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				2							ENCFF770OER	2664556	John Stamatoyannopoulos, UW	7946ba8c80738d718265c0966ddfd50e		https://www.encodeproject.org/files/ENCFF530BVC/@@download/ENCFF530BVC.bed.gz	hg19				archived	s3://encode-public/2015/10/30/77027619-763c-4a5a-92b8-618e9265e840/ENCFF530BVC.bed.gz				
ENCFF494RAU	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				1							ENCFF201XMM	2324450	John Stamatoyannopoulos, UW	2346b23a675cf7f2f2a94f34a6bd4f89		https://www.encodeproject.org/files/ENCFF494RAU/@@download/ENCFF494RAU.bed.gz	hg19				archived	s3://encode-public/2015/10/30/f216ed57-9137-41d7-9e3b-1919247b066e/ENCFF494RAU.bed.gz				
ENCFF060IWI	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				1							ENCFF016XZZ, ENCFF967OQF	1375536	ENCODE Processing Pipeline	9f37f6c79cc1c60d409a5040e816a54c		https://www.encodeproject.org/files/ENCFF060IWI/@@download/ENCFF060IWI.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/4b90974c-caf2-438a-bc40-e92c4be2d870/ENCFF060IWI.bed.gz				
ENCFF283CFW	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				2							ENCFF884HGF, ENCFF967OQF	2329561	ENCODE Processing Pipeline	4a2ed0bd44db715c93bc511fee288891		https://www.encodeproject.org/files/ENCFF283CFW/@@download/ENCFF283CFW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/1888739a-b95b-4628-96a1-1925dc6b51c3/ENCFF283CFW.bed.gz				
ENCFF573OMB	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				3							ENCFF800QVD, ENCFF967OQF	2295971	ENCODE Processing Pipeline	ce81b7587917dbc2f5bfe66da5670365		https://www.encodeproject.org/files/ENCFF573OMB/@@download/ENCFF573OMB.bed.gz	GRCh38				released	s3://encode-public/2018/05/30/51b77fbc-9d10-4562-b49c-40ebcdb23e6d/ENCFF573OMB.bed.gz				
ENCFF127UUH	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				1							ENCFF163ZHO, ENCFF681WSZ	1348846	ENCODE Processing Pipeline	897f60ed6584257071b6811e227b9157		https://www.encodeproject.org/files/ENCFF127UUH/@@download/ENCFF127UUH.bed.gz	hg19				archived	s3://encode-public/2016/10/07/bef4861a-cd0b-4490-9cc6-a8d66364300f/ENCFF127UUH.bed.gz				
ENCFF425PQE	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				2							ENCFF163ZHO, ENCFF943OMH	2294764	ENCODE Processing Pipeline	022a5663c5caa7e8f8d2808959e624c6		https://www.encodeproject.org/files/ENCFF425PQE/@@download/ENCFF425PQE.bed.gz	hg19				archived	s3://encode-public/2016/10/07/21aefd7e-8055-4d3e-9917-47b46161c2ef/ENCFF425PQE.bed.gz				
ENCFF689QYS	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				1							ENCFF692KEW, ENCFF992CZQ	1355457	ENCODE Processing Pipeline	4d7259bb0749183fc408297753815439		https://www.encodeproject.org/files/ENCFF689QYS/@@download/ENCFF689QYS.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/7f6c9d06-ef26-4d14-8639-cfe3cb70c142/ENCFF689QYS.bed.gz				
ENCFF407IBA	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				2							ENCFF729RXE, ENCFF992CZQ	2306048	ENCODE Processing Pipeline	b54e141775e12a571c14b218f78b84f9		https://www.encodeproject.org/files/ENCFF407IBA/@@download/ENCFF407IBA.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/11a9c566-1005-43b4-bf52-8e7dc7018c56/ENCFF407IBA.bed.gz				
ENCFF694DCR	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				1							ENCFF016XZZ, ENCFF967OQF	1377599	ENCODE Processing Pipeline	850abd8dba9e4fb6ab85b09f271917ef		https://www.encodeproject.org/files/ENCFF694DCR/@@download/ENCFF694DCR.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/29715df1-c02f-48d7-8960-f72a598ccc92/ENCFF694DCR.bed.gz				
ENCFF799ERX	bed narrowPeak	peaks	ENCSR845CFB	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens	hydrocortisone succinate, interleukin-3, erythropoietin, kit ligand		8 day								DNA					False	2015-08-31	ENCODE				2							ENCFF884HGF, ENCFF967OQF	2332055	ENCODE Processing Pipeline	cdcbdf9e923eaf959af0f81cf5b817bc		https://www.encodeproject.org/files/ENCFF799ERX/@@download/ENCFF799ERX.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/245df2a5-88b4-497f-8cc2-4a000a9b005c/ENCFF799ERX.bed.gz				
ENCFF001UUQ	bed narrowPeak	peaks	ENCSR000EIR	DNase-seq	NTR:0000475	GM03348	cell line	Homo sapiens				transduction	insertion	/targets/MYOD1-human/					DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF000SHS, ENCFF000SHV	2220912	Gregory Crawford, Duke	ed73a860f7892762ef975be6f036b6aa		https://www.encodeproject.org/files/ENCFF001UUQ/@@download/ENCFF001UUQ.bed.gz	hg19				archived	s3://encode-public/2011/01/11/97d080e4-87d9-4011-9a23-2b61a74b145b/ENCFF001UUQ.narrowPeak.gz				
ENCFF001WGF	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF001CVL	2449393	John Stamatoyannopoulos, UW	50eb3205f88ea552a6a54e61b473cc61		https://www.encodeproject.org/files/ENCFF001WGF/@@download/ENCFF001WGF.bed.gz	hg19				archived	s3://encode-public/2011/01/11/a3793a93-34b1-40f7-83a3-a3daecfebccd/ENCFF001WGF.narrowPeak.gz				
ENCFF001WGG	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF001CVX	2094659	John Stamatoyannopoulos, UW	04318eb496ebe6366d3caaf85b0e1cdd		https://www.encodeproject.org/files/ENCFF001WGG/@@download/ENCFF001WGG.bed.gz	hg19				archived	s3://encode-public/2011/01/11/b99a029a-cceb-42a3-8439-33b16f745921/ENCFF001WGG.narrowPeak.gz				
ENCFF357OCI	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF587JCC, ENCFF967OQF	1030891	ENCODE Processing Pipeline	0508eb25178f9dcb95764a05a8cea5ed		https://www.encodeproject.org/files/ENCFF357OCI/@@download/ENCFF357OCI.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/7b678ac6-2d5b-4323-8d5e-ff777924adb3/ENCFF357OCI.bed.gz				
ENCFF677OBC	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF967OQF, ENCFF997SPC	952903	ENCODE Processing Pipeline	61d546f5029357d28d5ec5889a4f7082		https://www.encodeproject.org/files/ENCFF677OBC/@@download/ENCFF677OBC.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/87c9ad2a-8719-48dd-bde8-0bc7de54c3e3/ENCFF677OBC.bed.gz				
ENCFF836DBU	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF120LHY, ENCFF390DNP	1030564	ENCODE Processing Pipeline	8535fa39280daeb4bd4103b99f6894fc		https://www.encodeproject.org/files/ENCFF836DBU/@@download/ENCFF836DBU.bed.gz	hg19				released	s3://encode-public/2018/05/14/e2a3201d-19c9-414e-b9e8-75d508a947e8/ENCFF836DBU.bed.gz				
ENCFF090WJW	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF390DNP, ENCFF500KNM	951539	ENCODE Processing Pipeline	875f5e059ad33235d3e832ea5d3d40fd		https://www.encodeproject.org/files/ENCFF090WJW/@@download/ENCFF090WJW.bed.gz	hg19				released	s3://encode-public/2018/05/14/8705fce6-18ea-4471-b5dc-82f393cd92e5/ENCFF090WJW.bed.gz				
ENCFF371QEX	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF982GLV, ENCFF992CZQ	916201	ENCODE Processing Pipeline	d78cd48747da0337dc5f5b5ddb4143a2		https://www.encodeproject.org/files/ENCFF371QEX/@@download/ENCFF371QEX.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/bee28088-0168-43ec-9cc9-b96554ebce45/ENCFF371QEX.bed.gz				
ENCFF645TOP	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF107AKY, ENCFF163ZHO	913202	ENCODE Processing Pipeline	f8a9db2b63b3f4dc00efb3af70c0bf0f		https://www.encodeproject.org/files/ENCFF645TOP/@@download/ENCFF645TOP.bed.gz	hg19				archived	s3://encode-public/2016/11/03/9a1ebf67-f87d-4964-8953-72c03073ce8f/ENCFF645TOP.bed.gz				
ENCFF706EFZ	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF073GNM, ENCFF992CZQ	989297	ENCODE Processing Pipeline	7dc1a9a535a041bcff0c01e602b5ff73		https://www.encodeproject.org/files/ENCFF706EFZ/@@download/ENCFF706EFZ.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/eead5059-7072-40ef-a5c8-fa3d61a3779f/ENCFF706EFZ.bed.gz				
ENCFF262HNL	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF023XAZ, ENCFF163ZHO	984931	ENCODE Processing Pipeline	714f742ab288d360c828f463e5bb274f		https://www.encodeproject.org/files/ENCFF262HNL/@@download/ENCFF262HNL.bed.gz	hg19				archived	s3://encode-public/2016/11/03/6b460e0d-b8df-4abd-ac22-8acd63f191c6/ENCFF262HNL.bed.gz				
ENCFF059FUX	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF587JCC, ENCFF967OQF	1032735	ENCODE Processing Pipeline	6494b4b49ec2d93770dd9db8cee08837		https://www.encodeproject.org/files/ENCFF059FUX/@@download/ENCFF059FUX.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/4455944f-83b9-4b55-b228-0f6c61572950/ENCFF059FUX.bed.gz				
ENCFF258DWS	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF967OQF, ENCFF997SPC	954848	ENCODE Processing Pipeline	b237c0fafb0953f98c51632f5e824ee2		https://www.encodeproject.org/files/ENCFF258DWS/@@download/ENCFF258DWS.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/3565385d-b3b7-4969-9520-5c2b553f0958/ENCFF258DWS.bed.gz				
ENCFF323EEG	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF120LHY, ENCFF390DNP	1030473	ENCODE Processing Pipeline	7cf23f33899d2d24a44af8caa391e2e1		https://www.encodeproject.org/files/ENCFF323EEG/@@download/ENCFF323EEG.bed.gz	hg19				archived	s3://encode-public/2017/09/06/887b664f-ec8e-495a-8216-f834c54252a3/ENCFF323EEG.bed.gz				
ENCFF938SAG	bed narrowPeak	peaks	ENCSR000EMW	DNase-seq	NTR:0000514	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Activin A, Fibroblast growth factor 2, Bone morphogenetic protein 4	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day								DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF390DNP, ENCFF500KNM	951594	ENCODE Processing Pipeline	1240801990124cffd64711fae0fef3fa		https://www.encodeproject.org/files/ENCFF938SAG/@@download/ENCFF938SAG.bed.gz	hg19				archived	s3://encode-public/2017/09/06/99ddf1ea-0162-4ced-8483-045c2d00112a/ENCFF938SAG.bed.gz				
ENCFF827CEJ	bed narrowPeak	peaks	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF102TYI, ENCFF967OQF	918675	ENCODE Processing Pipeline	cbbfdebe755f55987e3ab28307f5a2fe		https://www.encodeproject.org/files/ENCFF827CEJ/@@download/ENCFF827CEJ.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/3b9e9cbc-5449-4c2d-bccf-ab1823d3666d/ENCFF827CEJ.bed.gz				
ENCFF360OCL	bed narrowPeak	peaks	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF587HCO	917549	ENCODE Processing Pipeline	1ea65ddb075feedca7de8616c14e9df1		https://www.encodeproject.org/files/ENCFF360OCL/@@download/ENCFF360OCL.bed.gz	hg19				released	s3://encode-public/2018/05/14/85f60159-93c3-4490-9ecb-83aed3200b33/ENCFF360OCL.bed.gz				
ENCFF949YFS	bed narrowPeak	peaks	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF256IUE, ENCFF992CZQ	867523	ENCODE Processing Pipeline	d31d5003a30a4c2d6a3ead148cc48d6e		https://www.encodeproject.org/files/ENCFF949YFS/@@download/ENCFF949YFS.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/9e86aae8-bb04-41fb-b05f-8c6533cd0595/ENCFF949YFS.bed.gz				
ENCFF717OZX	bed narrowPeak	peaks	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF323WSL	863116	ENCODE Processing Pipeline	c85d7307c23da14df12823ad2f21edc5		https://www.encodeproject.org/files/ENCFF717OZX/@@download/ENCFF717OZX.bed.gz	hg19				archived	s3://encode-public/2016/11/03/4967074e-835c-483a-936c-33ae88442d77/ENCFF717OZX.bed.gz				
ENCFF355WMJ	bed narrowPeak	peaks	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF102TYI, ENCFF967OQF	919996	ENCODE Processing Pipeline	ec180f4300da7ae899f24eb9a90a3721		https://www.encodeproject.org/files/ENCFF355WMJ/@@download/ENCFF355WMJ.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/e3385ce6-55d8-457f-84fd-57d3d83b1c42/ENCFF355WMJ.bed.gz				
ENCFF433EYA	bed narrowPeak	peaks	ENCSR761ZFA	DNase-seq	UBERON:0018116	right renal pelvis	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF587HCO	917411	ENCODE Processing Pipeline	5ef03c841a9e3b2293405cb3decc0dfa		https://www.encodeproject.org/files/ENCFF433EYA/@@download/ENCFF433EYA.bed.gz	hg19				archived	s3://encode-public/2017/09/19/65663ef6-daf9-4c71-838c-5d9eb991fd79/ENCFF433EYA.bed.gz				
ENCFF047CHH	bed narrowPeak	peaks	ENCSR332BSB	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF914ZZA, ENCFF967OQF	1097361	ENCODE Processing Pipeline	a1014c474c29ff4ca84e57ad9ded66bf		https://www.encodeproject.org/files/ENCFF047CHH/@@download/ENCFF047CHH.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/7f146ecf-c7b9-4e2d-887c-ac83c04a06b8/ENCFF047CHH.bed.gz				
ENCFF254ICV	bed narrowPeak	peaks	ENCSR332BSB	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF044JWC, ENCFF390DNP	1095348	ENCODE Processing Pipeline	8e8750409d797936b2d3bee50cfad0df		https://www.encodeproject.org/files/ENCFF254ICV/@@download/ENCFF254ICV.bed.gz	hg19				released	s3://encode-public/2018/05/14/1a5dedc2-2572-4193-888f-fe73bb630750/ENCFF254ICV.bed.gz				
ENCFF144ERX	bed narrowPeak	peaks	ENCSR332BSB	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF924HUW, ENCFF992CZQ	1037923	ENCODE Processing Pipeline	9a584a8fffd07334bd0d593a20b426e9		https://www.encodeproject.org/files/ENCFF144ERX/@@download/ENCFF144ERX.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/a7fc228d-eed4-41cb-90b1-1b64bb884f64/ENCFF144ERX.bed.gz				
