FANTOM5_sample_id	FANTOM5_sample_name	treatment	cell_line	cancer	sex	add	OnTarget_cell_or_tissue	comments
CNhs13612	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13613	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13614	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13615	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13616	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13617	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13619	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13620	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13621	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13622	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13623	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13624	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13625	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13626	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13627	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13628	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13629	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13630	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13338	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13631	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13632	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13692	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep1	No	No	No		Yes	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13633	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep2	No	No	No		Yes	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13634	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep3	No	No	No		Yes	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs12191	mesodermal tumor cell line:HIRS-BM	No	Yes	Yes	female	Yes	HIRS-BM	Uterine carcinosarcoma
CNhs10850	Mesothelial Cells, donor1	No	No	No	female	Yes	mesothelial cell	
CNhs12197	Mesothelial Cells, donor2	No	No	No	female	Yes	mesothelial cell	
CNhs12012	Mesothelial Cells, donor3	No	No	No	female	Yes	mesothelial cell	
CNhs11263	mesothelioma cell line:ACC-MESO-1	No	Yes	Yes	female	Yes	ACC-MESO-1	Pleural epithelioid mesothelioma
CNhs11264	mesothelioma cell line:ACC-MESO-4	No	Yes	Yes	male	Yes	ACC-MESO-4	Pleural epithelioid mesothelioma
CNhs13065	mesothelioma cell line:Mero-14, tech_rep1	No	Yes	Yes	male	Yes	Mero-14	Pleural epithelioid mesothelioma
CNhs14376	mesothelioma cell line:Mero-14, tech_rep2	No	Yes	Yes	male	Yes	Mero-14	Pleural epithelioid mesothelioma
CNhs13066	mesothelioma cell line:Mero-25	No	Yes	Yes	male	Yes	Mero-25	Pleural biphasic mesothelioma
CNhs13067	mesothelioma cell line:Mero-41	No	Yes	Yes	male	Yes	Mero-41	Pleural epithelioid mesothelioma
CNhs13068	mesothelioma cell line:Mero-48a	No	Yes	Yes	male	Yes	Mero-48a	Pleural biphasic mesothelioma
CNhs13069	mesothelioma cell line:Mero-82	No	Yes	Yes		Yes	Mero-82	Pleural epithelioid mesothelioma
CNhs13070	mesothelioma cell line:Mero-83	No	Yes	Yes	male	Yes	Mero-83	Pleural biphasic mesothelioma
CNhs13072	mesothelioma cell line:Mero-84	No	Yes	Yes	male	Yes	Mero-84	Pleural biphasic mesothelioma
CNhs13073	mesothelioma cell line:Mero-95	No	Yes	Yes	male	Yes	Mero-95	Pleural epithelioid mesothelioma
CNhs13063	mesothelioma cell line:NCI-H2052	No	Yes	Yes	male	Yes	NCI-H2052	Pleural sarcomatoid mesothelioma
CNhs13062	mesothelioma cell line:NCI-H226	No	Yes	Yes	male	Yes	NCI-H226	Pleural epithelioid mesothelioma
CNhs13064	mesothelioma cell line:NCI-H2452	No	Yes	Yes	male	Yes	NCI-H2452	Pleural biphasic mesothelioma
CNhs13061	mesothelioma cell line:NCI-H28	No	Yes	Yes	male	Yes	NCI-H28	Pleural sarcomatoid mesothelioma
CNhs13074	mesothelioma cell line:No36	No	Yes	Yes	male	Yes	NO36	Pleural malignant mesothelioma
CNhs13075	mesothelioma cell line:ONE58	No	Yes	Yes	male	Yes	ONE58	Pleural epithelioid mesothelioma
CNhs13535	migratory langerhans cells, donor1	No	No	No		Yes	Langerhans cell (migratory)	
CNhs13536	migratory langerhans cells, donor2	No	No	No		Yes	Langerhans cell (migratory)	
CNhs13547	migratory langerhans cells, donor3	No	No	No		Yes	Langerhans cell (migratory)	
CNhs11944	mixed mullerian tumor cell line:HTMMT	No	Yes	Yes	female	Yes	HTMMT	Uterine carcinosarcoma
CNhs11941	Monocyte-derived macrophages response to LPS, 00hr00min, donor1 (t1 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13379	Monocyte-derived macrophages response to LPS, 00hr00min, donor2 (t1 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13174	Monocyte-derived macrophages response to LPS, 00hr00min, donor3 (t1 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13145	Monocyte-derived macrophages response to LPS, 00hr15min, donor1 (t2 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13380	Monocyte-derived macrophages response to LPS, 00hr15min, donor2 (t2 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13175	Monocyte-derived macrophages response to LPS, 00hr15min, donor3 (t2 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13146	Monocyte-derived macrophages response to LPS, 00hr30min, donor1 (t3 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13381	Monocyte-derived macrophages response to LPS, 00hr30min, donor2 (t3 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13176	Monocyte-derived macrophages response to LPS, 00hr30min, donor3 (t3 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13147	Monocyte-derived macrophages response to LPS, 00hr45min, donor1 (t4 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13382	Monocyte-derived macrophages response to LPS, 00hr45min, donor2 (t4 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13177	Monocyte-derived macrophages response to LPS, 00hr45min, donor3 (t4 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13148	Monocyte-derived macrophages response to LPS, 01hr00min, donor1 (t5 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13383	Monocyte-derived macrophages response to LPS, 01hr00min, donor2 (t5 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13178	Monocyte-derived macrophages response to LPS, 01hr00min, donor3 (t5 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13149	Monocyte-derived macrophages response to LPS, 01hr20min, donor1 (t6 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13384	Monocyte-derived macrophages response to LPS, 01hr20min, donor2 (t6 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13179	Monocyte-derived macrophages response to LPS, 01hr20min, donor3 (t6 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13150	Monocyte-derived macrophages response to LPS, 01hr40min, donor1 (t7 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13385	Monocyte-derived macrophages response to LPS, 01hr40min, donor2 (t7 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13180	Monocyte-derived macrophages response to LPS, 01hr40min, donor3 (t7 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13151	Monocyte-derived macrophages response to LPS, 02hr00min, donor1 (t8 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13386	Monocyte-derived macrophages response to LPS, 02hr00min, donor2 (t8 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13181	Monocyte-derived macrophages response to LPS, 02hr00min, donor3 (t8 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13152	Monocyte-derived macrophages response to LPS, 02hr30min, donor1 (t9 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13387	Monocyte-derived macrophages response to LPS, 02hr30min, donor2 (t9 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13182	Monocyte-derived macrophages response to LPS, 02hr30min, donor3 (t9 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12924	Monocyte-derived macrophages response to LPS, 03hr00min, donor1 (t10 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13388	Monocyte-derived macrophages response to LPS, 03hr00min, donor2 (t10 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13183	Monocyte-derived macrophages response to LPS, 03hr00min, donor3 (t10 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13153	Monocyte-derived macrophages response to LPS, 03hr30min, donor1 (t11 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13389	Monocyte-derived macrophages response to LPS, 03hr30min, donor2 (t11 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13184	Monocyte-derived macrophages response to LPS, 03hr30min, donor3 (t11 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13154	Monocyte-derived macrophages response to LPS, 04hr, donor1 (t12 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13391	Monocyte-derived macrophages response to LPS, 04hr, donor2 (t12 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13185	Monocyte-derived macrophages response to LPS, 04hr, donor3 (t12 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13155	Monocyte-derived macrophages response to LPS, 05hr, donor1 (t13 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13392	Monocyte-derived macrophages response to LPS, 05hr, donor2 (t13 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13186	Monocyte-derived macrophages response to LPS, 05hr, donor3 (t13 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12925	Monocyte-derived macrophages response to LPS, 06hr, donor1 (t14 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13393	Monocyte-derived macrophages response to LPS, 06hr, donor2 (t14 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13187	Monocyte-derived macrophages response to LPS, 06hr, donor3 (t14 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12926	Monocyte-derived macrophages response to LPS, 07hr, donor1 (t15 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13394	Monocyte-derived macrophages response to LPS, 07hr, donor2 (t15 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13325	Monocyte-derived macrophages response to LPS, 07hr, donor3 (t15 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12927	Monocyte-derived macrophages response to LPS, 08hr, donor1 (t16 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13395	Monocyte-derived macrophages response to LPS, 08hr, donor2 (t16 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13326	Monocyte-derived macrophages response to LPS, 08hr, donor3 (t16 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12928	Monocyte-derived macrophages response to LPS, 10hr, donor1 (t17 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13396	Monocyte-derived macrophages response to LPS, 10hr, donor2 (t17 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13327	Monocyte-derived macrophages response to LPS, 10hr, donor3 (t17 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12813	Monocyte-derived macrophages response to LPS, 12hr, donor1 (t18 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13397	Monocyte-derived macrophages response to LPS, 12hr, donor2 (t18 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13328	Monocyte-derived macrophages response to LPS, 12hr, donor3 (t18 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12929	Monocyte-derived macrophages response to LPS, 14hr, donor1 (t19 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13398	Monocyte-derived macrophages response to LPS, 14hr, donor2 (t19 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13329	Monocyte-derived macrophages response to LPS, 14hr, donor3 (t19 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12930	Monocyte-derived macrophages response to LPS, 16hr, donor1 (t20 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13399	Monocyte-derived macrophages response to LPS, 16hr, donor2 (t20 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13330	Monocyte-derived macrophages response to LPS, 16hr, donor3 (t20 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12814	Monocyte-derived macrophages response to LPS, 18hr, donor1 (t21 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13400	Monocyte-derived macrophages response to LPS, 18hr, donor2 (t21 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13331	Monocyte-derived macrophages response to LPS, 18hr, donor3 (t21 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12931	Monocyte-derived macrophages response to LPS, 20hr, donor1 (t22 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13401	Monocyte-derived macrophages response to LPS, 20hr, donor2 (t22 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13332	Monocyte-derived macrophages response to LPS, 20hr, donor3 (t22 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12815	Monocyte-derived macrophages response to LPS, 22hr, donor1 (t23 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13402	Monocyte-derived macrophages response to LPS, 22hr, donor2 (t23 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13333	Monocyte-derived macrophages response to LPS, 22hr, donor3 (t23 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12932	Monocyte-derived macrophages response to LPS, 24hr, donor1 (t24 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13403	Monocyte-derived macrophages response to LPS, 24hr, donor2 (t24 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13334	Monocyte-derived macrophages response to LPS, 24hr, donor3 (t24 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs12933	Monocyte-derived macrophages response to LPS, 36hr, donor1 (t25 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13404	Monocyte-derived macrophages response to LPS, 36hr, donor2 (t25 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13335	Monocyte-derived macrophages response to LPS, 36hr, donor3 (t25 Subject3)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs11942	Monocyte-derived macrophages response to LPS, 48hr, donor1 (t26 Subject1)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13405	Monocyte-derived macrophages response to LPS, 48hr, donor2 (t26 Subject2)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13637	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor1 (868_121:MI_0h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13645	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor2 (150_120:MI_0h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13649	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor3 (536_119:MI_0h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13638	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor4 (227_121:MI_0h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13693	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor1 (868_121:MI_24h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13648	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor2 (150_120:MI_24h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
CNhs13652	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor3 (536_119:MI_24h)	Yes	No	No		No	macrophage (derived from monocyte)	time courses
